カード番号,カード名,フリガナ,レアリティ,種類,色,コスト/ライフ種別,コスト/ライフ値,パワー,カウンター,属性,特徴,ブロック,効果テキスト,トリガー,入手情報,ImageFileID,ImageFileID_small
OP10-112,ユースタス・キッド,,SR,CHARACTER,黄,コスト,8,9000,-,特,超新星/キッド海賊団,3,【登場時】このキャラをレストにできる：相手のライフの上から1枚までを、トラッシュに置く。【自分のターン終了時】相手のライフが2枚以下の場合、カード1枚を引き、自分の手札1枚を捨てる。,,ブースターパック 王族の血統【OP-10】,dummy.gif,
OP10-112,ユースタス・キッド,,SR,CHARACTER,黄,コスト,8,9000,-,特,超新星/キッド海賊団,3,【登場時】このキャラをレストにできる：相手のライフの上から1枚までを、トラッシュに置く。【自分のターン終了時】相手のライフが2枚以下の場合、カード1枚を引き、自分の手札1枚を捨てる。,,ONE PIECE CARD THE BEST vol.2【PRB-02】,dummy.gif,
OP10-113,ロロノア・ゾロ,ロロノア・ゾロ,UC,CHARACTER,黄,コスト,3,5000,-,斬,超新星/麦わらの一味,3,自分のライフの枚数が相手より少ない場合、このキャラは【速攻】を得る。,【】自分の手札1枚を捨てることができる：自分のリーダーが特徴《超新星》を持つ場合、このカードを登場させる。,ブースターパック 王族の血統【OP-10】,dummy.gif,
OP10-114,X・ドレーク,,UC,CHARACTER,黄,コスト,3,3000,2000,斬,超新星/海軍/ドレーク海賊団,3,【起動メイン】このキャラをレストにできる：自分のライフの枚数が相手のライフの枚数以下の場合、相手のコスト4以下のキャラ1枚までを、レストにする。,,ブースターパック 王族の血統【OP-10】,dummy.gif,
OP10-114,X・ドレーク,,UC,CHARACTER,黄,コスト,3,3000,2000,斬,超新星/海軍/ドレーク海賊団,3,【起動メイン】このキャラをレストにできる：自分のライフの枚数が相手のライフの枚数以下の場合、相手のコスト4以下のキャラ1枚までを、レストにする。,,ONE PIECE CARD THE BEST vol.2【PRB-02】,dummy.gif,
OP10-114,X・ドレーク,,UC,CHARACTER,黄,コスト,3,3000,2000,斬,超新星/海軍/ドレーク海賊団,3,【起動メイン】このキャラをレストにできる：自分のライフの枚数が相手のライフの枚数以下の場合、相手のコスト4以下のキャラ1枚までを、レストにする。,,ONE PIECE CARD THE BEST vol.2【PRB-02】,dummy.gif,
OP10-114,X・ドレーク,,UC,CHARACTER,黄,コスト,3,3000,2000,斬,超新星/海軍/ドレーク海賊団,3,【起動メイン】このキャラをレストにできる：自分のライフの枚数が相手のライフの枚数以下の場合、相手のコスト4以下のキャラ1枚までを、レストにする。,,ONE PIECE CARD THE BEST vol.2【PRB-02】,dummy.gif,
OP10-115,“新世界”で会おうぜ,,C,EVENT,黄,コスト,2,-,-,-,超新星/キッド海賊団,3,【カウンター】自分のリーダーかキャラ1枚までを、このバトル中、パワー+4000。その後、自分のライフが0枚の場合、カード1枚を引く。,【】相手のライフの枚数以下のコストを持つ相手のキャラ1枚までを、KOする。,ブースターパック 王族の血統【OP-10】,dummy.gif,
OP10-116,電磁砲,レールガン,R,EVENT,黄,コスト,4,-,-,-,超新星/キッド海賊団,3,【メイン】自分か相手のライフの上から1枚までを見て、ライフの上か下に置く。その後、相手のコスト5以下のキャラ1枚までを、KOする。,【】カード2枚を引き、自分の手札1枚を捨てる。,ブースターパック 王族の血統【OP-10】,dummy.gif,
OP10-117,ROOM,,UC,EVENT,黄,コスト,1,-,-,-,超新星/ハートの海賊団,3,【カウンター】自分のライフが1枚以下の場合、自分のリーダーかキャラ1枚までを、このバトル中、パワー+3000。その後、自分のコスト5以下のキャラ1枚までを、アクティブにする。,【】カード1枚を引く。,ブースターパック 王族の血統【OP-10】,dummy.gif,
OP10-118,モンキー・D・ルフィ,モンキー・D・ルフィ,SEC,CHARACTER,黒,コスト,6,7000,1000,打,ドレスローザ/超新星/麦わらの一味,3,このキャラはターンに1回、相手の効果でKOされない。【アタック時】自分のトラッシュからカード3枚を好きな順番でデッキの下に置くことができる：相手の手札が5枚以上ある場合、相手は自身の手札1枚を捨てる。,,ブースターパック 王族の血統【OP-10】,dummy.gif,
OP10-118,モンキー・D・ルフィ,モンキー・D・ルフィ,SEC,CHARACTER,黒,コスト,6,7000,1000,打,ドレスローザ/超新星/麦わらの一味,3,このキャラはターンに1回、相手の効果でKOされない。【アタック時】自分のトラッシュからカード3枚を好きな順番でデッキの下に置くことができる：相手の手札が5枚以上ある場合、相手は自身の手札1枚を捨てる。,,ブースターパック 王族の血統【OP-10】,dummy.gif,
OP10-119,トラファルガー・ロー,トラファルガー・ロー,SEC,CHARACTER,黄,コスト,7,9000,-,斬,ドレスローザ/超新星/ハートの海賊団,3,【登場時】自分の手札から特徴《超新星》を持つキャラカード1枚までを公開し、ライフの上に裏向きで加える。その後、自分の特徴《超新星》を持つリーダー1枚にレストのドン‼1枚までを、付与する。,,ブースターパック 王族の血統【OP-10】,dummy.gif,
OP10-119,トラファルガー・ロー,トラファルガー・ロー,SEC,CHARACTER,黄,コスト,7,9000,-,斬,ドレスローザ/超新星/ハートの海賊団,3,【登場時】自分の手札から特徴《超新星》を持つキャラカード1枚までを公開し、ライフの上に裏向きで加える。その後、自分の特徴《超新星》を持つリーダー1枚にレストのドン‼1枚までを、付与する。,,ブースターパック 王族の血統【OP-10】,dummy.gif,
OP10-119,トラファルガー・ロー,トラファルガー・ロー,SEC,CHARACTER,黄,コスト,7,9000,-,斬,ドレスローザ/超新星/ハートの海賊団,3,【登場時】自分の手札から特徴《超新星》を持つキャラカード1枚までを公開し、ライフの上に裏向きで加える。その後、自分の特徴《超新星》を持つリーダー1枚にレストのドン‼1枚までを、付与する。,,ブースターパック 王族の血統【OP-10】,dummy.gif,
OP10-119,トラファルガー・ロー,トラファルガー・ロー,SEC,CHARACTER,黄,コスト,7,9000,-,斬,ドレスローザ/超新星/ハートの海賊団,3,【登場時】自分の手札から特徴《超新星》を持つキャラカード1枚までを公開し、ライフの上に裏向きで加える。その後、自分の特徴《超新星》を持つリーダー1枚にレストのドン‼1枚までを、付与する。,,ONE PIECE CARD THE BEST vol.2【PRB-02】,dummy.gif,
OP10-119,トラファルガー・ロー,トラファルガー・ロー,SPカード,CHARACTER,黄,コスト,7,9000,-,斬,ドレスローザ/超新星/ハートの海賊団,3,【登場時】自分の手札から特徴《超新星》を持つキャラカード1枚までを公開し、ライフの上に裏向きで加える。その後、自分の特徴《超新星》を持つリーダー1枚にレストのドン‼1枚までを、付与する。,,ONE PIECE CARD THE BEST vol.2【PRB-02】,dummy.gif,
OP11-001,コビー,,L,LEADER,赤/黒,ライフ,4,5000,-,打,海軍/SWORD,3,自分の特徴《SWORD》を持つキャラは、登場したターンにキャラへアタックできる。【ターン1回】自分の元々のパワー7000以下の特徴《海軍》を持つキャラが相手の効果で場を離れる場合、代わりに自分のトラッシュからカード3枚を好きな順番でデッキの下に置くことができる。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-001,コビー,,L,LEADER,赤/黒,ライフ,4,5000,-,打,海軍/SWORD,3,自分の特徴《SWORD》を持つキャラは、登場したターンにキャラへアタックできる。【ターン1回】自分の元々のパワー7000以下の特徴《海軍》を持つキャラが相手の効果で場を離れる場合、代わりに自分のトラッシュからカード3枚を好きな順番でデッキの下に置くことができる。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-002,アイン,アイン,C,CHARACTER,赤,コスト,3,4000,1000,特,FILM/NEO海軍,3,【登場時】相手のキャラ1枚までを、このターン中、パワー-1000。その後、相手のパワー0以下のキャラ1枚までを、KOする。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-003,ウソップ,ウソップ,UC,CHARACTER,赤,コスト,5,6000,2000,射,麦わらの一味,3,-,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-004,孔雀,クジャク,SR,CHARACTER,赤,コスト,1,-,1000,特,海軍/SWORD,3,【登場時】自分のデッキの上から5枚を見て、「孔雀」以外の特徴《海軍》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。【起動メイン】このキャラをトラッシュに置くことができる：自分のキャラ1枚までを、このターン中、パワー+1000。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-004,孔雀,クジャク,SR,CHARACTER,赤,コスト,1,-,1000,特,海軍/SWORD,3,【登場時】自分のデッキの上から5枚を見て、「孔雀」以外の特徴《海軍》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。【起動メイン】このキャラをトラッシュに置くことができる：自分のキャラ1枚までを、このターン中、パワー+1000。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-005,スモーカー,スモーカー,C,CHARACTER,赤,コスト,4,5000,1000,特,海軍,3,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【ドン‼×1】このキャラは属性(特)を持たないキャラの効果でKOされない。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-006,ゼット,,C,CHARACTER,赤,コスト,5,6000,1000,打,FILM/NEO海軍,3,【ドン‼×1】【アタック時】相手の属性(特)を持つキャラ1枚までを、このターン中、パワー-5000。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-007,たしぎ,タシギ,C,CHARACTER,赤,コスト,1,1000,1000,斬,海軍,3,【起動メイン】このキャラをレストにできる：自分のリーダーが特徴《海軍》を持つ場合、自分の特徴《海軍》を持つキャラ1枚までを、このターン中、パワー+2000。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-008,ドール,ドール,R,CHARACTER,赤,コスト,4,1000,1000,打,海軍,3,【ブロッカー】【登場時】自分の手札1枚を捨てることができる：自分のリーダーが特徴《海軍》を持つ場合、相手のキャラ1枚までを、このターン中、パワー-6000。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-008,ドール,ドール,R,CHARACTER,赤,コスト,4,1000,1000,打,海軍,3,【ブロッカー】【登場時】自分の手札1枚を捨てることができる：自分のリーダーが特徴《海軍》を持つ場合、相手のキャラ1枚までを、このターン中、パワー-6000。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-009,ニコ・ロビン,ニコ・ロビン,C,CHARACTER,赤,コスト,3,4000,1000,打,麦わらの一味,3,【ドン‼×2】【アタック時】相手のキャラ1枚までを、次の相手のターン終了時まで、パワー-2000。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-010,ひばり,ヒバリ,SR,CHARACTER,赤,コスト,5,6000,-,射,海軍/SWORD,3,【登場時】相手のキャラ1枚までを、このターン中、パワー-2000。【アタック時】このキャラは、このターン中、パワー+1000。その後、自分の特徴《海軍》を持つリーダー1枚までは、このターン中、アクティブのキャラにもアタックできる。,,フラッグシップバトル2025 4月ベスト8記念品,dummy.gif,
OP11-010,ひばり,ヒバリ,SR,CHARACTER,赤,コスト,5,6000,-,射,海軍/SWORD,3,【登場時】相手のキャラ1枚までを、このターン中、パワー-2000。【アタック時】このキャラは、このターン中、パワー+1000。その後、自分の特徴《海軍》を持つリーダー1枚までは、このターン中、アクティブのキャラにもアタックできる。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-010,ひばり,ヒバリ,SR,CHARACTER,赤,コスト,5,6000,-,射,海軍/SWORD,3,【登場時】相手のキャラ1枚までを、このターン中、パワー-2000。【アタック時】このキャラは、このターン中、パワー+1000。その後、自分の特徴《海軍》を持つリーダー1枚までは、このターン中、アクティブのキャラにもアタックできる。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-011,ビンズ,,C,CHARACTER,赤,コスト,5,7000,1000,特,FILM/NEO海軍,3,-,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-012,フランキー,,UC,CHARACTER,赤,コスト,4,4000,2000,打,麦わらの一味,3,【自分のターン中】【ターン1回】相手がイベントを発動した時、自分のキャラすべてを、このターン中、パワー+2000。,,プロモーションパックVol.8,dummy.gif,
OP11-012,フランキー,,UC,CHARACTER,赤,コスト,4,4000,2000,打,麦わらの一味,3,【自分のターン中】【ターン1回】相手がイベントを発動した時、自分のキャラすべてを、このターン中、パワー+2000。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-013,プリンス・グルス,,R,CHARACTER,赤,コスト,1,2000,2000,特,海軍/SWORD,3,【アタック時】相手のパワー2000以下のキャラすべては、このターン中、【ブロッカー】を発動できない。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-014,ボルサリーノ,,R,CHARACTER,赤,コスト,3,3000,1000,特,FILM/海軍,3,【ブロッカー】【起動メイン】このキャラをレストにできる：自分の特徴《海軍》を持つ、リーダーかキャラ1枚までは、このターン中、アクティブのキャラにもアタックできる。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-015,モチャ,モチャ,C,CHARACTER,赤,コスト,4,6000,1000,知,パンクハザード,3,-,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-016,ロロノア・ゾロ,ロロノア・ゾロ,UC,CHARACTER,赤,コスト,5,6000,1000,斬,麦わらの一味,3,【起動メイン】【ターン1回】自分のリーダーかキャラ1枚にレストのドン‼1枚までを、付与する。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-017,X・ドレーク,,UC,CHARACTER,赤,コスト,6,7000,2000,斬,海軍/SWORD/ドレーク海賊団,3,-,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-018,実直拳骨,ジッチョクゲンコツ,R,EVENT,赤,コスト,6,-,-,-,海軍/SWORD,3,【メイン】相手のキャラ1枚までを、このターン中、パワー-4000。その後、相手のパワー6000以下のキャラ1枚までを、KOする。,【】相手のパワー6000以下のキャラ1枚までを、KOする。,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-018,実直拳骨,ジッチョクゲンコツ,R,EVENT,赤,コスト,6,-,-,-,海軍/SWORD,3,【メイン】相手のキャラ1枚までを、このターン中、パワー-4000。その後、相手のパワー6000以下のキャラ1枚までを、KOする。,【】相手のパワー6000以下のキャラ1枚までを、KOする。,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-019,粘土の巣,クレイネスト,C,EVENT,赤,コスト,2,-,-,-,海軍/SWORD,3,【カウンター】自分のリーダーかキャラ1枚までを、このバトル中、パワー+2000。その後、相手のパワー6000以上のキャラがいる場合、自分のリーダーかキャラ1枚までを、このターン中、パワー+1000。,【】自分のリーダーかキャラ1枚までを、このターン中、パワー+1000。,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-020,X狩場,クロスハンティング,UC,EVENT,赤,コスト,2,-,-,-,海軍/SWORD/ドレーク海賊団,3,【メイン】相手のキャラ2枚までを、このターン中、パワー-2000。その後、自分の特徴《海軍》を持つキャラ1枚までを、このターン中、パワー+1000。,【】相手のパワー4000以下のキャラ1枚までを、KOする。,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-021,ジンベエ,ジンベエ,L,LEADER,緑,ライフ,5,5000,-,打,魚人族/麦わらの一味,3,【自分のターン終了時】自分の手札が6枚以下の場合、自分の、特徴《魚人族》か《人魚族》を持つキャラ1枚までとドン‼1枚までを、アクティブにする。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-021,ジンベエ,ジンベエ,L,LEADER,緑,ライフ,5,5000,-,打,魚人族/麦わらの一味,3,【自分のターン終了時】自分の手札が6枚以下の場合、自分の、特徴《魚人族》か《人魚族》を持つキャラ1枚までとドン‼1枚までを、アクティブにする。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-022,しらほし,,L,LEADER,緑/黄,ライフ,5,5000,-,知,人魚族/魚人島,3,このリーダーはアタックできない。【起動メイン】【ターン1回】自分のドン‼1枚をレストにし、自分のライフの上から1枚を表向きにできる：自分の手札から自分の場のドン‼の枚数以下のコストを持つ、特徴《海王類》を持つキャラカードか「メガロ」1枚までを、登場させる。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-022,しらほし,,L,LEADER,緑/黄,ライフ,5,5000,-,知,人魚族/魚人島,3,このリーダーはアタックできない。【起動メイン】【ターン1回】自分のドン‼1枚をレストにし、自分のライフの上から1枚を表向きにできる：自分の手札から自分の場のドン‼の枚数以下のコストを持つ、特徴《海王類》を持つキャラカードか「メガロ」1枚までを、登場させる。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-023,アーロン,アーロン,R,CHARACTER,緑,コスト,7,7000,1000,斬,魚人族/魚人島/タイヨウの海賊団,3,手札のこのカードは、自分のリーダーが特徴《魚人族》を持ち、自分のライフが3枚以下でかつ、相手のレストのカードが5枚以上ある場合、コスト-3。,【】相手のコスト4以下のキャラ1枚までを、レストにする。,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-023,アーロン,アーロン,R,CHARACTER,緑,コスト,7,7000,1000,斬,魚人族/魚人島/タイヨウの海賊団,3,手札のこのカードは、自分のリーダーが特徴《魚人族》を持ち、自分のライフが3枚以下でかつ、相手のレストのカードが5枚以上ある場合、コスト-3。,【】相手のコスト4以下のキャラ1枚までを、レストにする。,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-024,アラディン,アラディン,C,CHARACTER,緑,コスト,4,5000,1000,斬,人魚族/魚人島/タイヨウの海賊団,3,このキャラが相手の効果でKOされた時、自分の手札1枚を捨て、自分のドン‼1枚をレストにしてもよい。そうした場合、自分の手札からコスト6以下の、特徴《魚人族》か《人魚族》を持つキャラカード1枚までを、登場させる。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-025,イシリー,,C,CHARACTER,緑,コスト,2,-,1000,知,人魚族/魚人島,3,【相手のアタック時】【ターン1回】自分のドン‼1枚とこのキャラをレストにできる：自分のリーダーかキャラ1枚までを、このバトル中、パワー+1000。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-026,ウロコ,ウロコ,C,CHARACTER,緑,コスト,6,8000,1000,打,海王類,3,-,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-027,ギョロ目,,C,CHARACTER,緑,コスト,4,6000,-,打,海王類,3,自分のリーダーが「しらほし」の場合、このキャラは登場したターンにキャラへアタックできる。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-028,近海の主,キンカイノヌシ,R,CHARACTER,緑,コスト,4,5000,1000,打,海王類/東の海,3,【登場時】相手のレストのキャラ1枚までは、次の相手のリフレッシュフェイズでアクティブにならない。,【】相手のレストのコスト3以下のキャラ1枚までを、KOする。,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-029,シャーロット・プラリネ,,UC,CHARACTER,緑,コスト,3,4000,1000,知,人魚族/魚人島/タイヨウの海賊団,3,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】相手のコスト1以下のキャラ1枚までを、レストにする。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-030,しらほし,,R,CHARACTER,緑,コスト,1,-,1000,知,人魚族/魚人島,3,【起動メイン】自分のドン‼1枚とこのキャラをレストにできる：自分のデッキの上から5枚を見て、特徴《海王類》か《魚人島》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-031,ジンベエ,ジンベエ,SR,CHARACTER,緑,コスト,6,8000,-,打,魚人族/魚人島/タイヨウの海賊団,3,【登場時】自分のリーダーが特徴《魚人族》か《人魚族》を持つ場合、相手のコスト5以下のキャラ1枚までを、レストにする。【起動メイン】【ターン1回】自分の特徴《魚人族》か《人魚族》を持つキャラ1枚までは、登場したターンにキャラへアタックできる。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-031,ジンベエ,ジンベエ,SR,CHARACTER,緑,コスト,6,8000,-,打,魚人族/魚人島/タイヨウの海賊団,3,【登場時】自分のリーダーが特徴《魚人族》か《人魚族》を持つ場合、相手のコスト5以下のキャラ1枚までを、レストにする。【起動メイン】【ターン1回】自分の特徴《魚人族》か《人魚族》を持つキャラ1枚までは、登場したターンにキャラへアタックできる。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-032,スルメ,スルメ,UC,CHARACTER,緑,コスト,5,6000,2000,打,動物/魚人島,3,-,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-033,トリ,トリ,UC,CHARACTER,緑,コスト,6,7000,2000,打,海王類,3,-,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-034,はっちゃん,,C,CHARACTER,緑,コスト,4,5000,1000,斬,魚人族/魚人島/元アーロン一味,3,【起動メイン】このキャラをレストにできる：自分のリーダーが特徴《魚人族》か《人魚族》を持つ場合、相手のコスト3以下のキャラ1枚までは、次の相手のターン終了時まで、レストにできない。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-035,フィッシャー・タイガー,フィッシャー・タイガー,C,CHARACTER,緑,コスト,6,7000,1000,打,魚人族/魚人島/タイヨウの海賊団,3,このキャラが相手の効果でKOされた時、自分のドン‼1枚をレストにしてもよい。そうした場合、自分の手札からコスト4以下の、特徴《魚人族》か《人魚族》を持つキャラカード1枚までを、登場させる。【登場時】相手のキャラ1枚までを、レストにする。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-036,マダラ,マダラ,UC,CHARACTER,緑,コスト,4,5000,1000,打,海王類,3,【登場時】自分のリーダーが「しらほし」の場合、自分のデッキの上から5枚を見て、特徴《海王類》を持つカードか「しらほし」1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-037,“古代兵器”「ポセイドン」,コダイヘイキポセイドン,UC,EVENT,緑,コスト,1,-,-,-,魚人島,3,【メイン】自分のデッキの上から4枚を見て、特徴《海王類》か《魚人島》を持つキャラカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,【】カード1枚を引く。,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-038,ゴムゴムの象銃乱打,ゴムゴムのエレファントガンラッシュ,R,EVENT,緑,コスト,1,-,-,-,魚人島/超新星/麦わらの一味,3,【メイン】自分のドン‼1枚をレストにできる：相手のコスト5以下のキャラ1枚までを、レストにする。【カウンター】自分のリーダー1枚までを、このバトル中、パワー+3000。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-039,武頼貫,,C,EVENT,緑,コスト,1,-,-,-,魚人族/魚人島/タイヨウの海賊団,3,【カウンター】自分の特徴《魚人族》か《人魚族》を持つ、リーダーかキャラ1枚までを、このバトル中、パワー+3000。その後、相手のコスト3以下のキャラ1枚までを、レストにする。,【】相手のコスト4以下のキャラ1枚までを、レストにする。,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-040,モンキー・Ｄ・ルフィ,,L,LEADER,青/紫,ライフ,3,6000,-,打,麦わらの一味,3,自分のターン開始時、発動できる。自分の場のドン‼が8枚以上ある場合、自分のデッキの上から5枚を見て、特徴《麦わらの一味》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番に並び替え、デッキの上か下に置く。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-040,モンキー・Ｄ・ルフィ,,L,LEADER,青/紫,ライフ,3,6000,-,打,麦わらの一味,3,自分のターン開始時、発動できる。自分の場のドン‼が8枚以上ある場合、自分のデッキの上から5枚を見て、特徴《麦わらの一味》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番に並び替え、デッキの上か下に置く。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-041,ナミ,,L,LEADER,青/黄,ライフ,4,5000,-,特,麦わらの一味,3,【自分のターン中】【ターン1回】ライフが離れた時、発動できる。自分の手札が7枚以下の場合、カード1枚を引く。【ドン‼×1】【相手のアタック時】【ターン1回】自分の手札1枚を捨てることができる：このリーダーは、このターン中、パワー+2000。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-041,ナミ,,L,LEADER,青/黄,ライフ,4,5000,-,特,麦わらの一味,3,【自分のターン中】【ターン1回】ライフが離れた時、発動できる。自分の手札が7枚以下の場合、カード1枚を引く。【ドン‼×1】【相手のアタック時】【ターン1回】自分の手札1枚を捨てることができる：このリーダーは、このターン中、パワー+2000。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-042,ヴィト,ヴィト,C,CHARACTER,青,コスト,3,4000,1000,射,ファイアタンク海賊団,3,【登場時】自分の手札から特徴《ファイアタンク海賊団》を持つカード1枚を捨てることができる：このキャラは、このターン中、【速攻】を得る。(このカードは登場したターンにアタックできる),,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-043,ヴィンスモーク・イチジ,,C,CHARACTER,青,コスト,7,7000,-,打,ヴィンスモーク家/ジェルマ66,3,【ブロッカー】【相手のアタック時】【ターン1回】自分のキャラが『ジェルマ』を含む特徴を持つキャラのみの場合、発動できる。自分のリーダーかキャラ1枚までを、このバトル中、パワー+1000。その後、自分のデッキの上から2枚をトラッシュに置く。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-044,ヴィンスモーク・ジャッジ,ヴィンスモーク・ジャッジ,C,CHARACTER,青,コスト,6,8000,-,斬,ヴィンスモーク家/ジェルマ66,3,【起動メイン】【ターン1回】自分の手札1枚を捨てることができる：自分の特徴《ジェルマ66》を持つキャラすべてを、このターン中、パワー+1000。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-045,ヴィンスモーク・ニジ,ヴィンスモークニジ,UC,CHARACTER,青,コスト,5,6000,2000,特,ヴィンスモーク家/ジェルマ66,3,-,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-046,ヴィンスモーク・ヨンジ,ヴィンスモーク・ヨンジ,C,CHARACTER,青,コスト,4,5000,1000,打,ヴィンスモーク家/ジェルマ66,3,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)自分のキャラが『ジェルマ』を含む特徴を持つキャラのみの場合、このキャラは相手の効果で、KOされずレストにされない。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-047,ヴィンスモーク・レイジュ,ヴィンスモーク・レイジュ,R,CHARACTER,青,コスト,4,5000,2000,特,ヴィンスモーク家/ジェルマ66,3,【登場時】自分のリーダーが特徴《ヴィンスモーク家》を持つ場合、自分のデッキの上から5枚を見て、『ジェルマ』を含む特徴を持つカード1枚までを公開し、手札に加える。その後、残りをトラッシュに置く。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-047,ヴィンスモーク・レイジュ,ヴィンスモーク・レイジュ,R,CHARACTER,青,コスト,4,5000,2000,特,ヴィンスモーク家/ジェルマ66,3,【登場時】自分のリーダーが特徴《ヴィンスモーク家》を持つ場合、自分のデッキの上から5枚を見て、『ジェルマ』を含む特徴を持つカード1枚までを公開し、手札に加える。その後、残りをトラッシュに置く。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-048,カポネ・ベッジ,カポネ・ベッジ,R,CHARACTER,青,コスト,1,2000,1000,射,超新星/ファイアタンク海賊団,3,【登場時】自分のデッキの上から4枚を見て、コスト2以上の、特徴《ファイアタンク海賊団》か《麦わらの一味》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-049,キャロット,キャロット,R,CHARACTER,青,コスト,1,1000,1000,特,ミンク族,3,【登場時】自分のデッキの上から3枚を見て、好きな順番に並び替え、デッキの上か下に置く。【相手のアタック時】このキャラをトラッシュに置くことができる：自分のリーダー1枚までを、このバトル中、パワー+1000。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
OP11-050,ゴッティ,ゴッティ,C,CHARACTER,青,コスト,3,4000,2000,射,ファイアタンク海賊団,3,【アタック時】自分の手札から特徴《ファイアタンク海賊団》を持つカード1枚を捨てることができる：コスト1以下のキャラ1枚までを、持ち主の手札かデッキの下に戻す。,,ブースターパック 神速の拳【OP-11】,dummy.gif,
